id,name,habitat,description,move,sprite_front,sprite_back,c_description,haiku_2,haiku_3
26.0,raichu,forest,"Its electric charges can reach even
100,000 volts. Careless contact can cause
even an Indian elephant to faint.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/26.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/26.gif,"Its electric charges can reach even 100,000 volts. Careless contact can cause even an Indian elephant to faint.","Prediction:
 The electric charge

Of the raichu, 
Is enough

To make the

Elephant
","Prediction:
 A raichu,

Beneath the trees,

Is a Pokemon."
27.0,sandshrew,rough-terrain,"Burrows deep underground in arid locations
far from water. It only emerges to hunt
for prey.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/27.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/27.gif,Burrows deep underground in arid locations far from water. It only emerges to hunt for prey.,"Prediction:
 sandshrew

A deep burrow underground

Scrate and out.","Prediction:
 Deep in the arid ground,
The sandshrew's burrow.
The sandshrew comes out to play."
28.0,sandslash,rough-terrain,"Curls up into a spiny ball when
threatened. It can roll while curled up
to attack or escape.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/28.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/28.gif,Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,"Prediction:
 A Pokémon called 'Sandslash'

Live in the rough terrain
It can curl up into a ball
And","Prediction:
 Curls up into a spiny ball,
A Pokemon called Sandslash.
It can roll while curled up,
"
29.0,nidoran-f,grassland,"Although small, its venomous barbs render
this POKéMON dangerous. The female has
smaller horns.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/29.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/29.gif,"Although small, its venomous barbs render this NIDORAN-F dangerous. The female has smaller horns.","Prediction:
 The nidoran-f

In the grassland

Scratches the ground.","Prediction:
 A nidoran-f sits
In the grassland.
The horns are small.
"
30.0,nidorina,grassland,"The female’s horns develop slowly.
Prefers physical attacks such as clawing
and biting.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/30.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/30.gif,The female’s horns develop slowly. Prefers physical attacks such as clawing and biting.,"Prediction:
 nidorina

A Pokemon with
A pair of horns,
They're as hard
As the hooves
","Prediction:
 nidorina,
 female with horns,
 like a cat."
31.0,nidoqueen,grassland,"Its hard scales provide strong protection.
It uses its hefty bulk to execute
powerful moves.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/31.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/31.gif,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,"Prediction:
 A Nidoqueen with scales

A heavy bulk used for

Powerful moves.","Prediction:
 The nidoqueen

Scales of defense

Is the Pokemon of the grass."
32.0,nidoran-m,grassland,"It stiffens its ears to sense danger.
The larger its horns, the more 
powerful its secreted venom.",cut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/32.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/32.gif,"It stiffens its ears to sense danger. The larger its horns, the more  powerful its secreted venom.","Prediction:
 nidoran-m lives in grassland
The Pokemon ""nidoran-m""
 knows the move ""cut""","Prediction:
 nidoran-m, the viper's ear
Stiffens up, and it's ready
For the next"
33.0,nidorino,grassland,"Its horn is harder than a diamond.
If it senses a hostile presence, all the
barbs on its back bristle up at once, and it
challenges the foe with all its might.",cut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/33.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/33.gif,"Its horn is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.","Prediction:
 Nidorino lives in the grassland
The horn is harder than a diamond.
It challenges the foe with all its might","Prediction:
 Nidorino,
With a diamond
horn,
Sensing danger
From the grass."
34.0,nidoking,grassland,"It uses its powerful tail in battle to
smash, constrict, then break the prey’s
bones.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/34.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/34.gif,"It uses its powerful tail in battle to smash, constrict, then break the prey’s bones.","Prediction:
 A nidoking

With a powerful tail

Smashes, constricts,

Then breaks bones.","Prediction:
 A nidoking, with its powerful tail

A crushing attack, with a twist

A moment of prey's"
35.0,clefairy,mountain,"With its magical and cute appeal, it has 
many admirers. It is rare and found only
in certain areas.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/35.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/35.gif,"With its magical and cute appeal, it has  many admirers. It is rare and found only in certain areas.","Prediction:
 A cute and magical Pokemon,

A rare and beautiful Clefairy,

Is found in the mountain.
","Prediction:
 Clefairy, a magical Pokemon
A cute one too, a rare sight
With its admirers."
36.0,clefable,mountain,"A timid fairy POKéMON that is rarely seen,
it will run and hide the moment it senses
people.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/36.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/36.gif,"A timid fairy CLEFABLE that is rarely seen, it will run and hide the moment it senses people.","Prediction:
 Clear-view, a shy Pokemon,
Is rarely seen
With feet of light,
A timid fairy.","Prediction:
 The moment I sense you,

I run and hide,

A timid fairy.
"
37.0,vulpix,grassland,"When it is born, it has just one snow-
white tail. The tail splits from its tip as
it grows older.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/37.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/37.gif,"When it is born, it has just one snow- white tail. The tail splits from its tip as it grows older.","Prediction:
 A vulpix, with a snow-white tail
Sunning itself in a grassland.
It knows the move head","Prediction:
 A vulpix,
A vulpix,
A vulpix, a Pokemon"
38.0,ninetales,grassland,"Very smart and very vengeful. Grabbing
one of its many tails could result in a
1,000-year curse.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/38.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/38.gif,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse.","Prediction:
 A very smart and vengeful Pokemon,

The long-tailed Ninetales.

A curse for 1,","Prediction:
 A vengeful Pokemon,
Its many tails,
A curse that lasts a thousand years."
39.0,jigglypuff,grassland,"When its huge eyes waver, it sings a
mysteriously soothing melody that lulls
its enemies to sleep.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/39.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/39.gif,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.","Prediction:
 In the grass,
The jigglypuff
 Sing a song to put you to sleep.","Prediction:
 jigglypuff,

with its huge,

winking eyes

sings a song

that"
40.0,wigglytuff,grassland,"The body is soft and rubbery. When
angered, it will suck in air and inflate
itself to an enormous size.",pound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/40.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/40.gif,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.","Prediction:
 There lives a creature called Wiggles.
It lives in grassland,
And knows the move Pound.","Prediction:
 A wigglytuff,

Is a Pokemon.

Is in the grassland."
41.0,zubat,cave,"While living in pitch-black caverns, their
eyes gradually grew shut and deprived
them of vision. They use ultrasonic waves
to detect obstacles.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/41.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/41.gif,"While living in pitch-black caverns, their eyes gradually grew shut and deprived them of vision. They use ultrasonic waves to detect obstacles.","Prediction:
 A zubat lives in the cave
But it can't see.
It uses its razor-wind
To navigate","Prediction:
 In the cave's dark,
I found a Zubat.
Its eyes
Are shut"
42.0,golbat,cave,"Once it bites, it will not stop draining
energy from the victim even if it gets too
heavy to fly.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/42.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/42.gif,"Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly.","Prediction:
 A cave,
A Pokemon
named Golbat
with a razor-wind move.","Prediction:
 A Golbat, with its mouth

And its feet

Will not stop

Draining energy
From its"
43.0,oddish,grassland,"During the day, it keeps its face buried
in the ground. At night, it wanders around
sowing its seeds.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/43.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/43.gif,"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.","Prediction:
 Oddish
Is it morning or night?
It's always hiding.","Prediction:
 Oddish,

Bending

Its head

Like a

Crown.
"
44.0,gloom,grassland,"The fluid that oozes from its mouth isn’t
drool. It is a nectar that is used to
attract prey.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/44.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/44.gif,The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey.,"Prediction:
 A Pokemon called Gloom

Is a fluid of honey

That oozes from its mouth

To attract","Prediction:
 In the grassland's shade,
A Pokemon named Gloom,
Flies by with ease.
"
45.0,vileplume,grassland,"In seasons when it produces more pollen,
the air around a VILEPLUME turns yellow
with the powder as it walks. The pollen is
highly toxic and causes paralysis.",swords-dance,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/45.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/45.gif,"In seasons when it produces more pollen, the air around a VILEPLUME turns yellow with the powder as it walks. The pollen is highly toxic and causes paralysis.","Prediction:
 In the vileplume's yellow breath,

The grass blades
","Prediction:
 vileplume
The air around
A highly toxic
And causes paralysis."
46.0,paras,forest,"Burrows to suck tree roots. The mushrooms
on its back grow by drawing nutrients from
the bug host.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/46.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/46.gif,Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.,"Prediction:
 A Pokemon named paras,

With a body of burrows,

And a mushroom back.
","Prediction:
 A Pokemon named Paras,
A Parasite that 
Fucks up trees."
47.0,parasect,forest,"A host-parasite pair in which the parasite
mushroom has taken over the host bug.
Prefers damp places. ",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/47.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/47.gif,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places. ,"Prediction:
 Parasect lives in the forest,
Scratches its body.
It lives for many years.
","Prediction:
 A parasect's world,
A parasitic fungus.
It can be found in the forest."
48.0,venonat,forest,"Lives in the shadows of tall trees where
it eats bugs. It is attracted by light
at night.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/48.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/48.gif,Lives in the shadows of tall trees where it eats bugs. It is attracted by light at night.,"Prediction:
 In the shadows of tall trees,

Vengeance lives.

They are attracted

By the light,
","Prediction:
 A sly and sneaky Pokémon,

VernoAT lives in the shadows of tall trees.

It's"
49.0,venomoth,forest,"The wings are covered with dustlike
scales. Every time it flaps its wings, it
looses highly toxic dust.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/49.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/49.gif,"The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust.","Prediction:
 A Pokemon called venomoth

Covered in dustlike scales

Flaps its wings, loosing toxic dust","Prediction:
 The wings

Of the venomoth

Are covered with

Scales.
"
